x0000,y0000,x0001,y0001
573,-0.3101115823,573,0.2217761576,
574,-0.3081544638,574,0.2232410014,
575,-0.3071759343,575,0.2259265482,
576,-0.3061973751,576,0.2276355326,
577,-0.3047295213,577,0.2286120951,
578,-0.3025277853,578,0.2308093607,
579,-0.3003260195,579,0.2334949076,
580,-0.2998367548,580,0.2354480326,
581,-0.2964118123,581,0.239110142,
582,-0.2964118123,582,0.2381335795,
583,-0.2946993113,583,0.2408191264,
584,-0.2932314873,584,0.2427722514,
585,-0.292252928,585,0.2425281107,
586,-0.2895618975,586,0.2457019389,
587,-0.2883387208,587,0.2478992045,
588,-0.286870867,588,0.2496081889,
589,-0.2846691012,589,0.2530261576,
590,-0.2829566598,590,0.2522937357,
591,-0.2812441587,591,0.2552234232,
592,-0.2800209522,592,0.256688267,
593,-0.2765960097,593,0.2591296732,
594,-0.276106745,594,0.2596179545,
595,-0.2746388912,595,0.2620593607,
596,-0.2734156847,596,0.2632800639,
597,-0.272192508,597,0.2649890482,
598,-0.2692568302,598,0.266453892,
599,-0.2677890062,599,0.2686511576,
600,-0.2663211823,600,0.2701160014,
601,-0.2648533285,601,0.2696277201,
602,-0.262162298,602,0.2730456889,
603,-0.2606944442,603,0.2749988139,
604,-0.2587373555,604,0.2764636576,
605,-0.2577587962,605,0.2774402201,
606,-0.2553123832,606,0.2791492045,
607,-0.2533552945,607,0.2815906107,
608,-0.2516428232,608,0.2830554545,
609,-0.2496857047,609,0.2850085795,
610,-0.2474839389,610,0.2857410014,
611,-0.2455268353,611,0.2874499857,
612,-0.2435697168,612,0.2886706889,
613,-0.2430804372,613,0.2886706889,
614,-0.239900142,614,0.2913562357,
615,-0.2381876409,615,0.2930652201,
616,-0.2364751697,616,0.2947742045,
617,-0.2352519929,617,0.2947742045,
618,-0.2323163152,618,0.2972156107,
619,-0.2303591967,619,0.2994128764,
620,-0.2291359901,620,0.3006335795,
621,-0.2276681662,621,0.3003894389,
622,-0.2247324884,622,0.3033191264,
623,-0.2225307524,623,0.3047839701,
624,-0.2215521932,624,0.3060046732,
625,-0.2200843394,625,0.3062488139,
626,-0.2166593969,626,0.3079577982,
627,-0.2149469256,627,0.3096667826,
628,-0.2129898071,628,0.311375767,
629,-0.2112773359,629,0.3103992045,
630,-0.2080970109,630,0.313328892,
631,-0.2068738341,631,0.3147937357,
632,-0.2046720684,632,0.3162585795,
633,-0.2024703324,633,0.3155261576,
634,-0.2002685666,634,0.3179675639,
635,-0.1988007426,635,0.3199206889,
636,-0.1973328888,636,0.3208972514,
637,-0.1956204176,637,0.3204089701,
638,-0.1926847398,638,0.323094517,
639,-0.1907276511,639,0.3248035014,
640,-0.1885258853,640,0.3255359232,
641,-0.1873026788,641,0.3252917826,
642,-0.1843670011,642,0.3274890482,
643,-0.1824099123,643,0.328953892,
644,-0.1804527938,644,0.3299304545,
645,-0.1787403226,645,0.328953892,
646,-0.1758046448,646,0.3326160014,
647,-0.1740921736,647,0.3338367045,
648,-0.1723797023,648,0.3345691264,
649,-0.1701779366,649,0.3333484232,
650,-0.1669976413,650,0.3365222514,
651,-0.1657744348,651,0.3377429545,
652,-0.1640619636,652,0.3379870951,
653,-0.162104845,653,0.3374988139,
654,-0.1586799026,654,0.3404285014,
655,-0.1572120488,655,0.3418933451,
656,-0.1552549303,656,0.3416492045,
657,-0.1542764008,657,0.3409167826,
658,-0.1508514285,658,0.3436023295,
659,-0.14889431,659,0.344578892,
660,-0.147426486,660,0.3448230326,
661,-0.1454693675,661,0.3443347514,
662,-0.142778337,662,0.3467761576,
663,-0.1403319538,663,0.3487292826,
664,-0.1383748353,664,0.3487292826,
665,-0.1361730695,665,0.3475085795,
666,-0.1337266862,666,0.3506824076,
667,-0.132014215,667,0.3516589701,
668,-0.1298124492,668,0.3509265482,
669,-0.1278553605,669,0.3511706889,
670,-0.1249196827,670,0.3533679545,
671,-0.1229625642,671,0.3545886576,
672,-0.121250093,672,0.3538562357,
673,-0.1195376217,673,0.3538562357,
674,-0.1161126494,674,0.3565417826,
675,-0.1139109135,675,0.3572742045,
676,-0.111953795,676,0.3565417826,
677,-0.1097520292,677,0.3560535014,
678,-0.1070609987,678,0.3587390482,
679,-0.1055931747,679,0.3592273295,
680,-0.1026574969,680,0.3616687357,
681,-0.1011896729,681,0.3584949076,
682,-0.09849864244,682,0.3606921732,
683,-0.09654152393,683,0.3616687357,
684,-0.09458440542,684,0.3611804545,
685,-0.09262728691,685,0.3604480326,
686,-0.08944699168,686,0.3633777201,
687,-0.08748987317,687,0.3638660014,
688,-0.08626666665,688,0.3624011576,
